episode,total_env_steps,episode_reward,avg_reward_100,epsilon,mean_loss,wall_clock_s,grad_steps,w,lam,eval_mean_reward,eval_std_reward,entropy,beta
0,17,17.0,17.0,,0.08152682334184647,0.06060147285461426,1,,,,,0.597689,
1,27,10.0,13.5,,0.08152682334184647,0.06060147285461426,1,,,,,0.597689,
2,40,13.0,13.333333333333334,,0.08152682334184647,0.06060147285461426,1,,,,,0.597689,
3,51,11.0,12.75,,0.08152682334184647,0.06060147285461426,1,,,,,0.597689,
4,83,32.0,16.6,,0.08152682334184647,0.06160140037536621,1,,,,,0.597689,
5,99,16.0,16.5,,0.08152682334184647,0.06160140037536621,1,,,,,0.597689,
6,114,15.0,16.285714285714285,,0.08152682334184647,0.06160140037536621,1,,,,,0.597689,
7,125,11.0,15.625,,0.08152682334184647,0.06160140037536621,1,,,,,0.597689,
8,137,12.0,15.222222222222221,,0.08152682334184647,0.06260180473327637,1,,,,,0.597689,
9,151,14.0,15.1,,0.08152682334184647,0.06260180473327637,1,,,,,0.597689,
10,170,19.0,15.454545454545455,,0.08152682334184647,0.06260180473327637,1,,,,,0.597689,
11,181,11.0,15.083333333333334,,0.08152682334184647,0.06260180473327637,1,,,,,0.597689,
12,190,9.0,14.615384615384615,,0.08152682334184647,0.06260180473327637,1,,,,,0.597689,
13,202,12.0,14.428571428571429,,0.08152682334184647,0.06260180473327637,1,,,,,0.597689,
14,220,18.0,14.666666666666666,,0.08152682334184647,0.06260180473327637,1,,,,,0.597689,
15,247,27.0,15.4375,,0.08152682334184647,0.06260180473327637,1,,,,,0.597689,
16,258,11.0,15.176470588235293,,0.08019180223345757,0.12409305572509766,2,,,,,0.613058,
17,269,11.0,14.944444444444445,,0.08019180223345757,0.12409305572509766,2,,,,,0.613058,
18,281,12.0,14.789473684210526,,0.08019180223345757,0.12409305572509766,2,,,,,0.613058,
19,319,38.0,15.95,,0.08019180223345757,0.12409305572509766,2,,,,,0.613058,
20,337,18.0,16.047619047619047,,0.08019180223345757,0.12409305572509766,2,,,,,0.613058,
21,347,10.0,15.772727272727273,,0.08019180223345757,0.12409305572509766,2,,,,,0.613058,
22,361,14.0,15.695652173913043,,0.08019180223345757,0.12409305572509766,2,,,,,0.613058,
23,371,10.0,15.458333333333334,,0.08019180223345757,0.12409305572509766,2,,,,,0.613058,
24,382,11.0,15.28,,0.08019180223345757,0.12409305572509766,2,,,,,0.613058,
25,396,14.0,15.23076923076923,,0.08019180223345757,0.12409305572509766,2,,,,,0.613058,
26,409,13.0,15.148148148148149,,0.08019180223345757,0.12409305572509766,2,,,,,0.613058,
27,435,26.0,15.535714285714286,,0.08019180223345757,0.12409305572509766,2,,,,,0.613058,
28,449,14.0,15.482758620689655,,0.08019180223345757,0.1250913143157959,2,,,,,0.613058,
29,469,20.0,15.633333333333333,,0.08019180223345757,0.1250913143157959,2,,,,,0.613058,
30,501,32.0,16.161290322580644,,0.08019180223345757,0.1250913143157959,2,,,,,0.613058,
31,515,14.0,16.09375,,0.08019180223345757,0.1250913143157959,2,,,,,0.613058,
32,525,10.0,15.909090909090908,,0.06061760398248831,0.16752004623413086,3,,,,,0.628349,
33,539,14.0,15.852941176470589,,0.06061760398248831,0.16752004623413086,3,,,,,0.628349,
34,548,9.0,15.657142857142857,,0.06061760398248831,0.16752004623413086,3,,,,,0.628349,
35,557,9.0,15.472222222222221,,0.06061760398248831,0.16752004623413086,3,,,,,0.628349,
36,572,15.0,15.45945945945946,,0.06061760398248831,0.16752004623413086,3,,,,,0.628349,
37,582,10.0,15.31578947368421,,0.06061760398248831,0.16752004623413086,3,,,,,0.628349,
38,602,20.0,15.435897435897436,,0.06061760398248831,0.16752004623413086,3,,,,,0.628349,
39,618,16.0,15.45,,0.06061760398248831,0.16752004623413086,3,,,,,0.628349,
40,641,23.0,15.634146341463415,,0.06061760398248831,0.16752004623413086,3,,,,,0.628349,
41,652,11.0,15.523809523809524,,0.06061760398248831,0.16752004623413086,3,,,,,0.628349,
42,664,12.0,15.44186046511628,,0.06061760398248831,0.16752004623413086,3,,,,,0.628349,
43,674,10.0,15.318181818181818,,0.06061760398248831,0.16752004623413086,3,,,,,0.628349,
44,689,15.0,15.311111111111112,,0.06061760398248831,0.16854405403137207,3,,,,,0.628349,
45,703,14.0,15.282608695652174,,0.06061760398248831,0.16854405403137207,3,,,,,0.628349,
46,723,20.0,15.382978723404255,,0.06061760398248831,0.16854405403137207,3,,,,,0.628349,
47,736,13.0,15.333333333333334,,0.06061760398248831,0.16854405403137207,3,,,,,0.628349,
48,748,12.0,15.26530612244898,,0.05612800596281886,0.2162156105041504,4,,,,,0.639059,
49,759,11.0,15.18,,0.05612800596281886,0.21721482276916504,4,,,9.2,0.7483314773547882,0.639059,
50,781,22.0,15.313725490196079,,0.05612800596281886,0.21721482276916504,4,,,,,0.639059,
51,794,13.0,15.26923076923077,,0.05612800596281886,0.21721482276916504,4,,,,,0.639059,
52,820,26.0,15.471698113207546,,0.05612800596281886,0.2182178497314453,4,,,,,0.639059,
53,841,21.0,15.574074074074074,,0.05612800596281886,0.2182178497314453,4,,,,,0.639059,
54,859,18.0,15.618181818181819,,0.05612800596281886,0.2182178497314453,4,,,,,0.639059,
55,873,14.0,15.589285714285714,,0.05612800596281886,0.2182178497314453,4,,,,,0.639059,
56,883,10.0,15.491228070175438,,0.05612800596281886,0.2182178497314453,4,,,,,0.639059,
57,895,12.0,15.431034482758621,,0.05612800596281886,0.2182178497314453,4,,,,,0.639059,
58,920,25.0,15.59322033898305,,0.05612800596281886,0.2182178497314453,4,,,,,0.639059,
59,932,12.0,15.533333333333333,,0.05612800596281886,0.2182178497314453,4,,,,,0.639059,
60,950,18.0,15.573770491803279,,0.05612800596281886,0.2182178497314453,4,,,,,0.639059,
61,962,12.0,15.516129032258064,,0.05612800596281886,0.2182178497314453,4,,,,,0.639059,
