episode,total_env_steps,episode_reward,avg_reward_100,epsilon,mean_loss,wall_clock_s,grad_steps,w,lam,eval_mean_reward,eval_std_reward
0,38,38.0,38.0,1.0,1.3047640427299168,0.8927450180053711,23,"3.281631,3.260322","0.996772,0.977005,0.976153,0.976101",,
1,69,31.0,34.5,0.99,2.48452591319238,1.965723991394043,54,"6.249290,5.974120","1.027745,0.944654,0.938357,0.937001",,
2,79,10.0,26.333333333333332,0.9801,3.6784196853637696,2.337496519088745,64,"7.098302,6.969734","1.041355,0.934445,0.922861,0.924760",,
3,89,10.0,22.25,0.970299,3.602699375152588,2.711580514907837,74,"7.925009,7.960664","1.052596,0.923342,0.908066,0.912737",,
4,108,19.0,21.6,0.96059601,4.0739812066680505,3.410680055618286,93,"9.680914,9.671948","1.073840,0.898710,0.883137,0.886258",,
5,122,14.0,20.333333333333332,0.9509900498999999,4.899110112871442,3.897469997406006,107,"10.817138,10.953475","1.094832,0.883325,0.861929,0.870359",,
6,133,11.0,19.0,0.941480149401,5.276979012922808,4.294015645980835,118,"11.492646,12.006421","1.110832,0.876746,0.844907,0.861080",,
7,149,16.0,18.625,0.9320653479069899,4.40469965338707,4.839503288269043,134,"12.732300,13.490693","1.132573,0.868510,0.821790,0.846737",,
8,171,22.0,19.0,0.9227446944279201,4.866662578149275,5.603313207626343,156,"14.680394,15.293386","1.154383,0.860146,0.794560,0.825453",,
9,194,23.0,19.4,0.9135172474836408,5.598060317661451,6.566514492034912,179,"16.861631,17.224825","1.174102,0.842972,0.767452,0.792666",,
10,218,24.0,19.818181818181817,0.9043820750088044,4.810410653551419,7.484614372253418,203,"18.916975,19.552351","1.188827,0.824093,0.741176,0.761623",,
11,236,18.0,19.666666666666668,0.8953382542587164,7.67120455371009,8.18963098526001,221,"19.927938,21.483749","1.197392,0.812145,0.721562,0.746015",,
12,276,40.0,21.23076923076923,0.8863848717161292,6.606557932496071,9.766403913497925,261,"23.407942,24.473803","1.224087,0.795743,0.682460,0.718808",,
13,295,19.0,21.071428571428573,0.8775210229989678,5.937920720953691,10.501115560531616,280,"25.049484,25.868599","1.228438,0.793173,0.675399,0.711842",,
14,339,44.0,22.6,0.8687458127689782,9.238665315237911,12.262285947799683,324,"28.586418,29.376013","1.237442,0.765009,0.667330,0.686356",,
15,365,26.0,22.8125,0.8600583546412884,11.276387251340426,13.26737356185913,350,"30.803793,32.352043","1.238823,0.753845,0.659073,0.673652",,
16,378,13.0,22.235294117647058,0.8514577710948755,11.08366714991056,13.831799030303955,363,"32.026787,33.641228","1.234123,0.749372,0.658437,0.668378",,
17,403,25.0,22.38888888888889,0.8429431933839268,10.599679622650147,14.82302212715149,388,"34.256268,35.813557","1.220735,0.732616,0.654623,0.653310",,
18,435,32.0,22.894736842105264,0.8345137614500875,14.718297459185123,16.120978116989136,420,"36.922127,38.498520","1.198099,0.702670,0.658899,0.638689",,
19,447,12.0,22.35,0.8261686238355866,18.286224762598675,16.612816333770752,432,"37.773556,39.432045","1.193197,0.690163,0.665281,0.631770",,
20,461,14.0,21.952380952380953,0.8179069375972308,7.608478903770447,17.139793634414673,446,"38.636211,40.521191","1.188372,0.675497,0.668823,0.627192",,
21,492,31.0,22.363636363636363,0.8097278682212584,15.913921610001594,18.522162437438965,477,"40.788288,42.461201","1.176182,0.647092,0.668487,0.611696",,
22,525,33.0,22.82608695652174,0.8016305895390459,13.993182969815804,19.89796471595764,510,"42.418053,43.205795","1.173422,0.626287,0.678268,0.618341",,
23,549,24.0,22.875,0.7936142836436554,10.239774713913599,21.022879362106323,534,"44.044682,45.326931","1.154184,0.597290,0.681098,0.604807",,
24,588,39.0,23.52,0.7856781408072188,15.05414094680395,22.745749473571777,573,"46.239765,48.389191","1.124277,0.564587,0.693270,0.586871",,
25,601,13.0,23.115384615384617,0.7778213593991467,14.8147323681758,23.312519073486328,586,"47.080532,48.681229","1.112276,0.552772,0.704807,0.587636",,
26,633,32.0,23.444444444444443,0.7700431458051551,14.658019222319126,24.75817322731018,618,"48.278580,50.261166","1.059217,0.513052,0.733045,0.582599",,
27,660,27.0,23.571428571428573,0.7623427143471035,14.976018751109088,25.945331573486328,645,"50.084743,51.778294","1.024406,0.486360,0.742687,0.565275",,
28,736,76.0,25.379310344827587,0.7547192872036326,14.280646626886568,29.430302381515503,721,"53.565826,54.739010","0.982507,0.460459,0.756911,0.559799",,
29,776,40.0,25.866666666666667,0.7471720943315961,17.974143350124358,31.20296573638916,761,"55.659126,57.572945","0.946082,0.445114,0.769087,0.561950",,
30,822,46.0,26.516129032258064,0.7397003733882802,18.38916860456052,33.209779500961304,807,"59.021969,60.089645","0.921022,0.434434,0.760426,0.552737",,
31,886,64.0,27.6875,0.7323033696543975,23.884814728051424,35.98081946372986,871,"63.637966,63.886829","0.865198,0.387067,0.760388,0.533878",,
32,916,30.0,27.757575757575758,0.7249803359578534,16.440490452448525,37.23576307296753,901,"65.377876,65.784782","0.825457,0.369263,0.760257,0.529083",,
