episode,total_env_steps,episode_reward,avg_reward_100,epsilon,mean_loss,wall_clock_s,grad_steps,w,lam,eval_mean_reward,eval_std_reward,entropy,beta,value_loss,explained_variance
0,14,14.0,14.0,,21.177932739257812,0.04835367202758789,1,,,,,0.656872,,42.212379,0.616674
1,33,19.0,16.5,,21.177932739257812,0.04835367202758789,1,,,,,0.656872,,42.212379,0.616674
2,44,11.0,14.666666666666666,,21.177932739257812,0.04835367202758789,1,,,,,0.656872,,42.212379,0.616674
3,65,21.0,16.25,,21.177932739257812,0.04835367202758789,1,,,,,0.656872,,42.212379,0.616674
4,94,29.0,18.8,,21.177932739257812,0.04835367202758789,1,,,,,0.656872,,42.212379,0.616674
5,104,10.0,17.333333333333332,,21.177932739257812,0.04835367202758789,1,,,,,0.656872,,42.212379,0.616674
6,120,16.0,17.142857142857142,,21.177932739257812,0.050846099853515625,1,,,,,0.656872,,42.212379,0.616674
7,147,27.0,18.375,,21.177932739257812,0.050846099853515625,1,,,,,0.656872,,42.212379,0.616674
8,163,16.0,18.11111111111111,,21.177932739257812,0.050846099853515625,1,,,,,0.656872,,42.212379,0.616674
9,174,11.0,17.4,,21.177932739257812,0.050846099853515625,1,,,,,0.656872,,42.212379,0.616674
10,188,14.0,17.09090909090909,,21.177932739257812,0.050846099853515625,1,,,,,0.656872,,42.212379,0.616674
11,202,14.0,16.833333333333332,,21.177932739257812,0.050846099853515625,1,,,,,0.656872,,42.212379,0.616674
12,249,47.0,19.153846153846153,,21.177932739257812,0.050846099853515625,1,,,,,0.656872,,42.212379,0.616674
13,270,21.0,19.285714285714285,,21.177932739257812,0.050846099853515625,1,,,,,0.656872,,42.212379,0.616674
14,281,11.0,18.733333333333334,,21.177932739257812,0.050846099853515625,1,,,,,0.656872,,42.212379,0.616674
15,293,12.0,18.3125,,21.177932739257812,0.050846099853515625,1,,,,,0.656872,,42.212379,0.616674
16,311,18.0,18.294117647058822,,20.71980571746826,0.09394264221191406,2,,,,,0.664124,,40.418869,0.580182
17,345,34.0,19.166666666666668,,20.71980571746826,0.09394264221191406,2,,,,,0.664124,,40.418869,0.580182
18,359,14.0,18.894736842105264,,20.71980571746826,0.09394264221191406,2,,,,,0.664124,,40.418869,0.580182
19,373,14.0,18.65,,20.71980571746826,0.09394264221191406,2,,,,,0.664124,,40.418869,0.580182
20,386,13.0,18.38095238095238,,20.71980571746826,0.09394264221191406,2,,,,,0.664124,,40.418869,0.580182
21,402,16.0,18.272727272727273,,20.71980571746826,0.09394264221191406,2,,,,,0.664124,,40.418869,0.580182
22,429,27.0,18.652173913043477,,20.71980571746826,0.09394264221191406,2,,,,,0.664124,,40.418869,0.580182
23,455,26.0,18.958333333333332,,20.71980571746826,0.09394264221191406,2,,,,,0.664124,,40.418869,0.580182
24,475,20.0,19.0,,20.71980571746826,0.09394264221191406,2,,,,,0.664124,,40.418869,0.580182
25,486,11.0,18.692307692307693,,20.71980571746826,0.09394264221191406,2,,,,,0.664124,,40.418869,0.580182
26,513,27.0,19.0,,20.71980571746826,0.09394264221191406,2,,,,,0.664124,,40.418869,0.580182
27,523,10.0,18.678571428571427,,20.71980571746826,0.09394264221191406,2,,,,,0.664124,,40.418869,0.580182
28,553,30.0,19.06896551724138,,20.71980571746826,0.09394264221191406,2,,,,,0.664124,,40.418869,0.580182
29,576,23.0,19.2,,20.71980571746826,0.09394264221191406,2,,,,,0.664124,,40.418869,0.580182
30,598,22.0,19.29032258064516,,20.71980571746826,0.09394264221191406,2,,,,,0.664124,,40.418869,0.580182
31,620,22.0,19.375,,20.71980571746826,0.09394264221191406,2,,,,,0.664124,,40.418869,0.580182
32,632,12.0,19.151515151515152,,20.472610473632812,0.13550710678100586,3,,,,,0.670307,,39.883682,0.509551
33,663,31.0,19.5,,20.472610473632812,0.13550710678100586,3,,,,,0.670307,,39.883682,0.509551
34,705,42.0,20.142857142857142,,20.472610473632812,0.13550710678100586,3,,,,,0.670307,,39.883682,0.509551
35,725,20.0,20.13888888888889,,20.472610473632812,0.13550710678100586,3,,,,,0.670307,,39.883682,0.509551
36,735,10.0,19.864864864864863,,20.472610473632812,0.13550710678100586,3,,,,,0.670307,,39.883682,0.509551
37,748,13.0,19.68421052631579,,20.472610473632812,0.13550710678100586,3,,,,,0.670307,,39.883682,0.509551
38,773,25.0,19.82051282051282,,20.472610473632812,0.13550710678100586,3,,,,,0.670307,,39.883682,0.509551
39,792,19.0,19.8,,20.472610473632812,0.13550710678100586,3,,,,,0.670307,,39.883682,0.509551
40,807,15.0,19.682926829268293,,20.472610473632812,0.13550710678100586,3,,,,,0.670307,,39.883682,0.509551
41,823,16.0,19.595238095238095,,20.472610473632812,0.13550710678100586,3,,,,,0.670307,,39.883682,0.509551
42,840,17.0,19.53488372093023,,20.472610473632812,0.13550710678100586,3,,,,,0.670307,,39.883682,0.509551
43,854,14.0,19.40909090909091,,20.472610473632812,0.13550710678100586,3,,,,,0.670307,,39.883682,0.509551
44,878,24.0,19.511111111111113,,20.472610473632812,0.13550710678100586,3,,,,,0.670307,,39.883682,0.509551
45,897,19.0,19.5,,20.472610473632812,0.13550710678100586,3,,,,,0.670307,,39.883682,0.509551
46,909,12.0,19.340425531914892,,20.472610473632812,0.13550710678100586,3,,,,,0.670307,,39.883682,0.509551
47,919,10.0,19.145833333333332,,20.472610473632812,0.13550710678100586,3,,,,,0.670307,,39.883682,0.509551
48,938,19.0,19.142857142857142,,19.38677978515625,0.19987797737121582,4,,,,,0.673895,,32.221020,0.350033
49,960,22.0,19.2,,19.38677978515625,0.19987797737121582,4,,,12.6,0.7999999999999999,0.673895,,32.221020,0.350033
