episode,total_env_steps,episode_reward,avg_reward_100,epsilon,mean_loss,wall_clock_s,grad_steps,w,lam,eval_mean_reward,eval_std_reward,entropy,beta,value_loss,explained_variance
0,19,19.0,19.0,,18.933408737182617,0.7961382865905762,1,,"0.990003,1.010000,0.990000,1.010000",,,0.688678,1.064336,37.865356,0.591236
1,64,45.0,32.0,,18.933408737182617,0.7971563339233398,1,,"0.990003,1.010000,0.990000,1.010000",,,0.688678,1.064336,37.865356,0.591236
2,91,27.0,30.333333333333332,,18.933408737182617,0.7971563339233398,1,,"0.990003,1.010000,0.990000,1.010000",,,0.688678,1.064336,37.865356,0.591236
3,108,17.0,27.0,,18.933408737182617,0.7971563339233398,1,,"0.990003,1.010000,0.990000,1.010000",,,0.688678,1.064336,37.865356,0.591236
4,137,29.0,27.4,,18.933408737182617,0.8114449977874756,1,,"0.990003,1.010000,0.990000,1.010000",,,0.688678,1.064336,37.865356,0.591236
5,155,18.0,25.833333333333332,,18.933408737182617,0.8114449977874756,1,,"0.990003,1.010000,0.990000,1.010000",,,0.688678,1.064336,37.865356,0.591236
6,209,54.0,29.857142857142858,,18.933408737182617,0.8114449977874756,1,,"0.990003,1.010000,0.990000,1.010000",,,0.688678,1.064336,37.865356,0.591236
7,225,16.0,28.125,,18.933408737182617,0.8114449977874756,1,,"0.990003,1.010000,0.990000,1.010000",,,0.688678,1.064336,37.865356,0.591236
8,241,16.0,26.77777777777778,,18.933408737182617,0.8114449977874756,1,,"0.990003,1.010000,0.990000,1.010000",,,0.688678,1.064336,37.865356,0.591236
9,254,13.0,25.4,,18.933408737182617,0.8114449977874756,1,,"0.990003,1.010000,0.990000,1.010000",,,0.688678,1.064336,37.865356,0.591236
10,265,11.0,24.09090909090909,,18.933408737182617,0.8114449977874756,1,,"0.990003,1.010000,0.990000,1.010000",,,0.688678,1.064336,37.865356,0.591236
11,296,31.0,24.666666666666668,,18.933408737182617,0.8130505084991455,1,,"0.990003,1.010000,0.990000,1.010000",,,0.688678,1.064336,37.865356,0.591236
12,320,24.0,24.615384615384617,,18.933408737182617,0.8130505084991455,1,,"0.990003,1.010000,0.990000,1.010000",,,0.688678,1.064336,37.865356,0.591236
13,334,14.0,23.857142857142858,,18.933408737182617,0.8130505084991455,1,,"0.990003,1.010000,0.990000,1.010000",,,0.688678,1.064336,37.865356,0.591236
14,361,27.0,24.066666666666666,,18.933408737182617,0.8130505084991455,1,,"0.990003,1.010000,0.990000,1.010000",,,0.688678,1.064336,37.865356,0.591236
15,383,22.0,23.9375,,18.933408737182617,0.8130505084991455,1,,"0.990003,1.010000,0.990000,1.010000",,,0.688678,1.064336,37.865356,0.591236
16,434,51.0,25.529411764705884,,17.083900928497314,1.8837080001831055,2,,"0.995947,1.019942,0.979998,1.020005",,,0.686981,1.115129,30.486780,0.278469
17,450,16.0,25.0,,17.083900928497314,1.8837080001831055,2,,"0.995947,1.019942,0.979998,1.020005",,,0.686981,1.115129,30.486780,0.278469
18,479,29.0,25.210526315789473,,17.083900928497314,1.8837080001831055,2,,"0.995947,1.019942,0.979998,1.020005",,,0.686981,1.115129,30.486780,0.278469
