episode,total_env_steps,episode_reward,avg_reward_100,epsilon,mean_loss,wall_clock_s,grad_steps,w,lam,eval_mean_reward,eval_std_reward
0,13,13.0,13.0,1.0,,0.0036537647247314453,0,"1.000000,1.000000","1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000",,
1,25,12.0,12.5,0.99,0.516320526599884,0.697824239730835,1,"1.099997,1.099997","0.999002,0.999000,1.000999,1.001000,1.000994,1.001000,1.001000,0.999000,1.000996,0.999000,0.999002,1.000999,0.999003,1.001000,1.000999,1.000999,0.999002,0.999001,1.000961,1.000997",,
2,47,22.0,15.666666666666666,0.9801,0.5346238613128662,0.8746743202209473,3,"1.300034,1.299118","0.997178,0.997042,1.002788,1.003001,1.001515,1.003005,1.002892,0.997048,1.002974,0.997028,0.997926,1.002720,0.997107,1.002994,1.002968,1.002638,0.997204,0.997994,1.002047,1.002828",,
3,65,18.0,16.25,0.9702989999999999,0.45467010140419006,1.0525519847869873,5,"1.493624,1.499308","0.995348,0.995104,1.004600,1.004944,1.001375,1.004867,1.004686,0.995184,1.002971,0.995238,0.997319,1.003570,0.995216,1.004994,1.004927,1.002753,0.995466,0.997040,1.002794,1.004171",,
4,127,62.0,25.4,0.96059601,0.5643208026885986,1.5628278255462646,11,"2.086654,2.063369","0.989992,0.989896,1.010280,1.010889,1.004224,1.010517,1.010127,0.989460,1.000889,0.990212,0.997420,1.004845,0.990093,1.010782,1.010929,1.000044,0.990985,0.996492,1.000360,1.005829",,
5,138,11.0,23.0,0.9509900498999999,0.6097034215927124,1.641615867614746,12,"2.186877,2.154263","0.989047,0.989048,1.011232,1.011863,1.004962,1.011454,1.011115,0.988500,1.000888,0.989379,0.997928,1.004674,0.989213,1.011720,1.011966,0.999715,0.990149,0.995829,0.999555,1.005377",,
6,160,22.0,22.857142857142858,0.9414801494009999,0.49335165818532306,1.8720612525939941,15,"2.477658,2.439521","0.986121,0.986444,1.013665,1.014611,1.006865,1.014151,1.013910,0.985873,1.001993,0.986784,0.999822,1.004493,0.986448,1.014525,1.014941,0.998446,0.987502,0.993556,0.997227,1.004185",,
7,210,50.0,26.25,0.9320653479069899,0.5193178653717041,2.242283821105957,20,"2.942274,2.938080","0.980910,0.982148,1.017720,1.019236,1.010017,1.018797,1.018703,0.981582,1.003616,0.981876,1.003369,1.004154,0.981606,1.019419,1.020055,0.995725,0.982779,0.989662,0.993568,1.002575",,
8,221,11.0,24.555555555555557,0.92274469442792,0.6378626227378845,2.341891288757324,21,"3.033881,3.041534","0.979842,0.981216,1.018497,1.020147,1.010671,1.019728,1.019646,0.980744,1.003610,0.980860,1.003803,1.004022,0.980572,1.020455,1.021077,0.994982,0.981754,0.988815,0.992988,1.002092",,
9,245,24.0,24.5,0.9135172474836407,0.5716956555843353,2.502885103225708,23,"3.218564,3.250399","0.977794,0.979495,1.019953,1.021799,1.012079,1.021504,1.021446,0.979138,1.003856,0.978854,1.004842,1.004192,0.978414,1.022456,1.023141,0.993442,0.979632,0.986946,0.991626,1.001187",,
