episode,total_env_steps,episode_reward,avg_reward_100,epsilon,mean_loss,wall_clock_s,grad_steps,w,lam,eval_mean_reward,eval_std_reward,entropy,beta,value_loss,explained_variance
0,14,14.0,14.0,,20.62214469909668,0.036284446716308594,1,,,,,0.672653,,41.149799,0.523686
1,38,24.0,19.0,,20.62214469909668,0.036284446716308594,1,,,,,0.672653,,41.149799,0.523686
2,64,26.0,21.333333333333332,,20.62214469909668,0.036284446716308594,1,,,,,0.672653,,41.149799,0.523686
3,87,23.0,21.75,,20.62214469909668,0.036284446716308594,1,,,,,0.672653,,41.149799,0.523686
4,105,18.0,21.0,,20.62214469909668,0.038025617599487305,1,,,,,0.672653,,41.149799,0.523686
5,118,13.0,19.666666666666668,,20.62214469909668,0.038025617599487305,1,,,,,0.672653,,41.149799,0.523686
6,144,26.0,20.571428571428573,,20.62214469909668,0.03979682922363281,1,,,,,0.672653,,41.149799,0.523686
7,152,8.0,19.0,,20.62214469909668,0.03979682922363281,1,,,,,0.672653,,41.149799,0.523686
8,162,10.0,18.0,,20.62214469909668,0.03979682922363281,1,,,,,0.672653,,41.149799,0.523686
9,175,13.0,17.5,,20.62214469909668,0.03979682922363281,1,,,,,0.672653,,41.149799,0.523686
10,195,20.0,17.727272727272727,,20.62214469909668,0.03979682922363281,1,,,,,0.672653,,41.149799,0.523686
11,223,28.0,18.583333333333332,,20.62214469909668,0.03979682922363281,1,,,,,0.672653,,41.149799,0.523686
12,255,32.0,19.615384615384617,,20.62214469909668,0.03979682922363281,1,,,,,0.672653,,41.149799,0.523686
13,268,13.0,19.142857142857142,,20.62214469909668,0.03979682922363281,1,,,,,0.672653,,41.149799,0.523686
14,299,31.0,19.933333333333334,,20.62214469909668,0.03979682922363281,1,,,,,0.672653,,41.149799,0.523686
15,319,20.0,19.9375,,20.62214469909668,0.03979682922363281,1,,,,,0.672653,,41.149799,0.523686
16,332,13.0,19.529411764705884,,20.700325965881348,0.07098746299743652,2,,,,,0.679242,,41.496498,0.482790
17,347,15.0,19.27777777777778,,20.700325965881348,0.07098746299743652,2,,,,,0.679242,,41.496498,0.482790
18,362,15.0,19.05263157894737,,20.700325965881348,0.07098746299743652,2,,,,,0.679242,,41.496498,0.482790
19,383,21.0,19.15,,20.700325965881348,0.07098746299743652,2,,,,,0.679242,,41.496498,0.482790
20,403,20.0,19.19047619047619,,20.700325965881348,0.07098746299743652,2,,,,,0.679242,,41.496498,0.482790
21,418,15.0,19.0,,20.700325965881348,0.07098746299743652,2,,,,,0.679242,,41.496498,0.482790
22,433,15.0,18.82608695652174,,20.700325965881348,0.07098746299743652,2,,,,,0.679242,,41.496498,0.482790
23,445,12.0,18.541666666666668,,20.700325965881348,0.07098746299743652,2,,,,,0.679242,,41.496498,0.482790
24,460,15.0,18.4,,20.700325965881348,0.07098746299743652,2,,,,,0.679242,,41.496498,0.482790
25,486,26.0,18.692307692307693,,20.700325965881348,0.07098746299743652,2,,,,,0.679242,,41.496498,0.482790
26,506,20.0,18.74074074074074,,20.700325965881348,0.07098746299743652,2,,,,,0.679242,,41.496498,0.482790
27,523,17.0,18.678571428571427,,20.700325965881348,0.07098746299743652,2,,,,,0.679242,,41.496498,0.482790
28,547,24.0,18.862068965517242,,20.700325965881348,0.07098746299743652,2,,,,,0.679242,,41.496498,0.482790
29,583,36.0,19.433333333333334,,20.700325965881348,0.07098746299743652,2,,,,,0.679242,,41.496498,0.482790
30,599,16.0,19.322580645161292,,20.700325965881348,0.07098746299743652,2,,,,,0.679242,,41.496498,0.482790
31,613,14.0,19.15625,,20.700325965881348,0.07098746299743652,2,,,,,0.679242,,41.496498,0.482790
32,648,35.0,19.636363636363637,,20.374844233194988,0.10723638534545898,3,,,,,0.683597,,39.385246,0.504781
33,675,27.0,19.852941176470587,,20.374844233194988,0.10723638534545898,3,,,,,0.683597,,39.385246,0.504781
34,696,21.0,19.885714285714286,,20.374844233194988,0.10723638534545898,3,,,,,0.683597,,39.385246,0.504781
35,708,12.0,19.666666666666668,,20.374844233194988,0.10723638534545898,3,,,,,0.683597,,39.385246,0.504781
36,719,11.0,19.43243243243243,,20.374844233194988,0.10723638534545898,3,,,,,0.683597,,39.385246,0.504781
37,743,24.0,19.55263157894737,,20.374844233194988,0.10723638534545898,3,,,,,0.683597,,39.385246,0.504781
38,758,15.0,19.435897435897434,,20.374844233194988,0.10723638534545898,3,,,,,0.683597,,39.385246,0.504781
39,773,15.0,19.325,,20.374844233194988,0.10723638534545898,3,,,,,0.683597,,39.385246,0.504781
40,810,37.0,19.75609756097561,,20.374844233194988,0.10723638534545898,3,,,,,0.683597,,39.385246,0.504781
41,833,23.0,19.833333333333332,,20.374844233194988,0.10723638534545898,3,,,,,0.683597,,39.385246,0.504781
42,847,14.0,19.697674418604652,,20.374844233194988,0.10723638534545898,3,,,,,0.683597,,39.385246,0.504781
43,861,14.0,19.568181818181817,,20.374844233194988,0.10723638534545898,3,,,,,0.683597,,39.385246,0.504781
44,876,15.0,19.466666666666665,,20.374844233194988,0.10723638534545898,3,,,,,0.683597,,39.385246,0.504781
45,895,19.0,19.456521739130434,,20.374844233194988,0.10723638534545898,3,,,,,0.683597,,39.385246,0.504781
46,910,15.0,19.361702127659573,,20.374844233194988,0.10723638534545898,3,,,,,0.683597,,39.385246,0.504781
47,931,21.0,19.395833333333332,,20.374844233194988,0.10723638534545898,3,,,,,0.683597,,39.385246,0.504781
48,944,13.0,19.26530612244898,,20.102195739746094,0.14385151863098145,4,,,,,0.688040,,38.543026,0.507039
49,955,11.0,19.1,,20.102195739746094,0.14385151863098145,4,,,9.2,0.7483314773547882,0.688040,,38.543026,0.507039
50,972,17.0,19.058823529411764,,20.102195739746094,0.14385151863098145,4,,,,,0.688040,,38.543026,0.507039
51,998,26.0,19.192307692307693,,20.102195739746094,0.14385151863098145,4,,,,,0.688040,,38.543026,0.507039
52,1021,23.0,19.264150943396228,,20.102195739746094,0.14385151863098145,4,,,,,0.688040,,38.543026,0.507039
53,1053,32.0,19.5,,20.102195739746094,0.14385151863098145,4,,,,,0.688040,,38.543026,0.507039
54,1082,29.0,19.672727272727272,,20.102195739746094,0.14385151863098145,4,,,,,0.688040,,38.543026,0.507039
55,1096,14.0,19.571428571428573,,20.102195739746094,0.14385151863098145,4,,,,,0.688040,,38.543026,0.507039
56,1116,20.0,19.57894736842105,,20.102195739746094,0.14385151863098145,4,,,,,0.688040,,38.543026,0.507039
57,1128,12.0,19.448275862068964,,20.102195739746094,0.14385151863098145,4,,,,,0.688040,,38.543026,0.507039
58,1146,18.0,19.423728813559322,,20.102195739746094,0.14385151863098145,4,,,,,0.688040,,38.543026,0.507039
59,1160,14.0,19.333333333333332,,20.102195739746094,0.14385151863098145,4,,,,,0.688040,,38.543026,0.507039
60,1178,18.0,19.311475409836067,,20.102195739746094,0.14385151863098145,4,,,,,0.688040,,38.543026,0.507039
61,1217,39.0,19.629032258064516,,20.102195739746094,0.14385151863098145,4,,,,,0.688040,,38.543026,0.507039
62,1239,22.0,19.666666666666668,,20.102195739746094,0.14385151863098145,4,,,,,0.688040,,38.543026,0.507039
63,1263,24.0,19.734375,,20.102195739746094,0.14385151863098145,4,,,,,0.688040,,38.543026,0.507039
64,1312,49.0,20.184615384615384,,19.597790145874022,0.18134832382202148,5,,,,,0.688964,,35.134689,0.441581
65,1327,15.0,20.106060606060606,,19.597790145874022,0.18134832382202148,5,,,,,0.688964,,35.134689,0.441581
66,1346,19.0,20.08955223880597,,19.597790145874022,0.18134832382202148,5,,,,,0.688964,,35.134689,0.441581
67,1359,13.0,19.985294117647058,,19.597790145874022,0.18134832382202148,5,,,,,0.688964,,35.134689,0.441581
68,1372,13.0,19.884057971014492,,19.597790145874022,0.18134832382202148,5,,,,,0.688964,,35.134689,0.441581
69,1385,13.0,19.785714285714285,,19.597790145874022,0.18134832382202148,5,,,,,0.688964,,35.134689,0.441581
70,1401,16.0,19.732394366197184,,19.597790145874022,0.18134832382202148,5,,,,,0.688964,,35.134689,0.441581
71,1412,11.0,19.61111111111111,,19.597790145874022,0.18134832382202148,5,,,,,0.688964,,35.134689,0.441581
72,1439,27.0,19.71232876712329,,19.597790145874022,0.18134832382202148,5,,,,,0.688964,,35.134689,0.441581
73,1449,10.0,19.58108108108108,,19.597790145874022,0.18134832382202148,5,,,,,0.688964,,35.134689,0.441581
74,1465,16.0,19.533333333333335,,19.597790145874022,0.18134832382202148,5,,,,,0.688964,,35.134689,0.441581
75,1502,37.0,19.763157894736842,,19.597790145874022,0.18134832382202148,5,,,,,0.688964,,35.134689,0.441581
76,1511,9.0,19.623376623376622,,19.597790145874022,0.18134832382202148,5,,,,,0.688964,,35.134689,0.441581
77,1531,20.0,19.628205128205128,,19.597790145874022,0.18134832382202148,5,,,,,0.688964,,35.134689,0.441581
78,1567,36.0,19.835443037974684,,19.597790145874022,0.18134832382202148,5,,,,,0.688964,,35.134689,0.441581
79,1598,31.0,19.975,,19.597790145874022,0.18134832382202148,5,,,,,0.688964,,35.134689,0.441581
80,1611,13.0,19.88888888888889,,19.544130007425945,0.22280311584472656,6,,,,,0.690436,,38.530258,0.542814
81,1647,36.0,20.085365853658537,,19.544130007425945,0.22280311584472656,6,,,,,0.690436,,38.530258,0.542814
82,1656,9.0,19.951807228915662,,19.544130007425945,0.22280311584472656,6,,,,,0.690436,,38.530258,0.542814
83,1668,12.0,19.857142857142858,,19.544130007425945,0.22280311584472656,6,,,,,0.690436,,38.530258,0.542814
84,1682,14.0,19.788235294117648,,19.544130007425945,0.22280311584472656,6,,,,,0.690436,,38.530258,0.542814
85,1701,19.0,19.77906976744186,,19.544130007425945,0.22280311584472656,6,,,,,0.690436,,38.530258,0.542814
86,1713,12.0,19.689655172413794,,19.544130007425945,0.22280311584472656,6,,,,,0.690436,,38.530258,0.542814
87,1729,16.0,19.647727272727273,,19.544130007425945,0.22280311584472656,6,,,,,0.690436,,38.530258,0.542814
88,1769,40.0,19.876404494382022,,19.544130007425945,0.22280311584472656,6,,,,,0.690436,,38.530258,0.542814
89,1779,10.0,19.766666666666666,,19.544130007425945,0.22280311584472656,6,,,,,0.690436,,38.530258,0.542814
90,1796,17.0,19.736263736263737,,19.544130007425945,0.22280311584472656,6,,,,,0.690436,,38.530258,0.542814
91,1821,25.0,19.793478260869566,,19.544130007425945,0.22280311584472656,6,,,,,0.690436,,38.530258,0.542814
92,1836,15.0,19.741935483870968,,19.544130007425945,0.22280311584472656,6,,,,,0.690436,,38.530258,0.542814
93,1850,14.0,19.680851063829788,,19.544130007425945,0.22280311584472656,6,,,,,0.690436,,38.530258,0.542814
94,1869,19.0,19.673684210526314,,19.544130007425945,0.22280311584472656,6,,,,,0.690436,,38.530258,0.542814
95,1891,22.0,19.697916666666668,,19.544130007425945,0.22280311584472656,6,,,,,0.690436,,38.530258,0.542814
