episode,env_steps,score,ma20,epsilon,mean_loss,grad_steps,wall_clock_s,w0,w1,w2,lam_mean
111,4880,165,172.3,0.073,0.003237605401822789,1021,93.6,0.0,0.0,0.0,0.0
112,4922,167,172.15,0.065,0.0029871175793232396,1031,94.7,0.0,0.0,0.0,0.0
113,4965,169,172.35,0.0568,0.0004025681965603408,1042,95.8,0.0,0.0,0.0,0.0
114,5017,207,172.5,0.05,0.0047246706560074994,1055,97.2,0.0,0.0,0.0,0.0
115,5060,168,172.55,0.05,0.004422176622690379,1066,98.3,0.0,0.0,0.0,0.0
116,5111,202,174.3,0.05,0.00034104365992485935,1078,99.6,0.0,0.0,0.0,0.0
117,5153,165,174.2,0.05,0.0018995297511785545,1089,100.6,0.0,0.0,0.0,0.0
118,5195,165,174.1,0.05,0.00030251358648456515,1099,101.5,0.0,0.0,0.0,0.0
119,5237,165,171.9,0.05,0.001143535051762063,1110,102.4,0.0,0.0,0.0,0.0
120,5279,167,169.9,0.05,0.0012052577149006538,1120,103.5,0.0,0.0,0.0,0.0
121,5331,206,171.85,0.05,0.00039849142810383526,1133,104.9,0.0,0.0,0.0,0.0
122,5373,167,171.85,0.05,0.004654703429630238,1144,105.8,0.0,0.0,0.0,0.0
123,5426,210,173.9,0.05,0.0024124698001497355,1157,106.9,0.0,0.0,0.0,0.0
124,5492,262,178.75,0.05,0.001165985589442939,1174,108.3,0.0,0.0,0.0,0.0
125,5544,207,180.85,0.05,0.0009687767885155224,1187,109.6,0.0,0.0,0.0,0.0
126,5587,171,181.15,0.05,0.0019672833772347077,1197,110.4,0.0,0.0,0.0,0.0
127,5649,244,185.1,0.05,0.0011918628337070913,1213,111.9,0.0,0.0,0.0,0.0
128,5692,171,185.4,0.05,0.0022367346940551547,1224,112.8,0.0,0.0,0.0,0.0
129,5734,167,185.5,0.05,0.0009778536361409352,1234,113.6,0.0,0.0,0.0,0.0
130,5776,167,185.6,0.05,0.0005615044748000483,1245,114.6,0.0,0.0,0.0,0.0
131,5819,171,185.9,0.05,0.0001855539032476372,1255,115.4,0.0,0.0,0.0,0.0
132,5862,170,186.05,0.05,0.0004946544487955345,1266,116.5,0.0,0.0,0.0,0.0
133,5906,174,186.3,0.05,0.000564230347663397,1277,117.5,0.0,0.0,0.0,0.0
