episode,total_env_steps,episode_reward,avg_reward_100,epsilon,mean_loss,wall_clock_s,grad_steps,w,lam,eval_mean_reward,eval_std_reward,entropy,beta,value_loss,explained_variance
0,19,19.0,19.0,,18.99806022644043,0.29675936698913574,1,,"0.990001,1.010000,0.990000,1.010000",,,0.684516,1.064364,38.043030,0.575620
1,32,13.0,16.0,,18.99806022644043,0.29729652404785156,1,,"0.990001,1.010000,0.990000,1.010000",,,0.684516,1.064364,38.043030,0.575620
2,54,22.0,18.0,,18.99806022644043,0.29729652404785156,1,,"0.990001,1.010000,0.990000,1.010000",,,0.684516,1.064364,38.043030,0.575620
3,68,14.0,17.0,,18.99806022644043,0.29729652404785156,1,,"0.990001,1.010000,0.990000,1.010000",,,0.684516,1.064364,38.043030,0.575620
4,80,12.0,16.0,,18.99806022644043,0.29729652404785156,1,,"0.990001,1.010000,0.990000,1.010000",,,0.684516,1.064364,38.043030,0.575620
5,109,29.0,18.166666666666668,,18.99806022644043,0.29729652404785156,1,,"0.990001,1.010000,0.990000,1.010000",,,0.684516,1.064364,38.043030,0.575620
6,125,16.0,17.857142857142858,,18.99806022644043,0.29729652404785156,1,,"0.990001,1.010000,0.990000,1.010000",,,0.684516,1.064364,38.043030,0.575620
7,146,21.0,18.25,,18.99806022644043,0.29729652404785156,1,,"0.990001,1.010000,0.990000,1.010000",,,0.684516,1.064364,38.043030,0.575620
8,216,70.0,24.0,,18.99806022644043,0.29729652404785156,1,,"0.990001,1.010000,0.990000,1.010000",,,0.684516,1.064364,38.043030,0.575620
9,236,20.0,23.6,,18.99806022644043,0.29729652404785156,1,,"0.990001,1.010000,0.990000,1.010000",,,0.684516,1.064364,38.043030,0.575620
10,251,15.0,22.818181818181817,,18.99806022644043,0.29729652404785156,1,,"0.990001,1.010000,0.990000,1.010000",,,0.684516,1.064364,38.043030,0.575620
11,288,37.0,24.0,,18.99806022644043,0.29729652404785156,1,,"0.990001,1.010000,0.990000,1.010000",,,0.684516,1.064364,38.043030,0.575620
12,305,17.0,23.46153846153846,,18.99806022644043,0.29729652404785156,1,,"0.990001,1.010000,0.990000,1.010000",,,0.684516,1.064364,38.043030,0.575620
13,339,34.0,24.214285714285715,,18.99806022644043,0.29729652404785156,1,,"0.990001,1.010000,0.990000,1.010000",,,0.684516,1.064364,38.043030,0.575620
