episode,total_env_steps,episode_reward,avg_reward_100,epsilon,mean_loss,wall_clock_s,grad_steps,w,lam,eval_mean_reward,eval_std_reward
0,80,10.0,10.0,1.0,0.40640739457947866,0.254896879196167,7,"1.692391,1.675146","0.995557,0.993650,0.993210,0.993201",,
1,95,12.0,11.0,0.99,0.3991966173052788,0.28828907012939453,8,"1.785691,1.773863","0.995160,0.992751,0.992225,0.992203",,
2,102,13.0,11.666666666666666,0.9801,0.39243533213933307,0.31917691230773926,9,"1.880996,1.868416","0.994827,0.991817,0.991291,0.991203",,
3,141,18.0,13.25,0.970299,0.4110591342815986,0.4538125991821289,13,"2.256178,2.249827","0.996434,0.987995,0.987524,0.987087",,
4,164,21.0,14.8,0.96059601,0.4097324550151825,0.5232832431793213,15,"2.444148,2.437188","0.997399,0.986065,0.985525,0.984956",,
5,164,21.0,15.833333333333334,0.96059601,0.4097324550151825,0.5232832431793213,15,"2.444148,2.437188","0.997399,0.986065,0.985525,0.984956",,
6,170,22.0,16.714285714285715,0.941480149401,0.4202974606305361,0.5555524826049805,16,"2.538123,2.531074","0.997948,0.985123,0.984505,0.983870",,
7,209,16.0,16.625,0.9320653479069899,0.42722412002714055,0.7099089622497559,19,"2.821680,2.796737","1.000031,0.982137,0.981563,0.980577",,
8,224,16.0,16.555555555555557,0.9227446944279201,0.4192014563651312,0.7845864295959473,21,"3.007936,2.972755","1.001732,0.980282,0.979590,0.978448",,
9,279,17.0,16.6,0.9135172474836408,0.42147369568164533,0.9988820552825928,26,"3.477022,3.415818","1.006174,0.975343,0.974615,0.972961",,
10,279,14.0,16.363636363636363,0.9135172474836408,0.42147369568164533,1.000687837600708,26,"3.477022,3.415818","1.006174,0.975343,0.974615,0.972961",,
11,325,28.0,17.333333333333332,0.8953382542587164,0.4310374625267521,1.2231085300445557,31,"3.940980,3.860115","1.011207,0.970891,0.969744,0.967607",,
