episode,total_env_steps,episode_reward,avg_reward_100,epsilon,mean_loss,wall_clock_s,grad_steps,w,lam,eval_mean_reward,eval_std_reward
0,9,9.0,9.0,1.0,,0.0,0,"1.000000,1.000000","1.000000,1.000000,1.000000,1.000000",,
1,61,52.0,30.5,0.99,1.6403742601042208,1.6183176040649414,46,"5.573407,5.499654","1.048016,0.969972,0.949799,0.948251",,
2,81,20.0,27.0,0.9801,3.0521201968193052,2.350898027420044,66,"7.394911,7.501140","1.060949,0.943730,0.923100,0.920793",,
3,118,37.0,29.5,0.970299,4.110176357063088,3.6033153533935547,103,"10.995901,11.386845","1.055395,0.890834,0.873891,0.871666",,
4,138,20.0,27.6,0.96059601,5.1635004580020905,4.2683329582214355,123,"12.733893,13.589817","1.051435,0.861169,0.844607,0.848203",,
5,162,24.0,27.0,0.9509900498999999,6.440513879060745,5.059160947799683,147,"14.341054,15.746606","1.045771,0.831364,0.807647,0.824023",,
6,180,18.0,25.714285714285715,0.941480149401,7.201237387127346,5.696414947509766,165,"16.173029,17.081041","1.042886,0.810605,0.786238,0.805956",,
7,196,16.0,24.5,0.9320653479069899,4.973177850246429,6.308807849884033,181,"17.591055,18.437008","1.039279,0.795141,0.770490,0.793268",,
8,221,25.0,24.555555555555557,0.9227446944279201,6.72105357170105,7.3089165687561035,206,"19.468391,20.779690","1.029558,0.770870,0.743132,0.772799",,
9,233,12.0,23.3,0.9135172474836408,9.231746792793274,7.739772319793701,218,"20.387909,21.774944","1.027888,0.760070,0.729794,0.763272",,
10,296,63.0,26.90909090909091,0.9043820750088044,7.679482849817427,10.150318384170532,281,"25.449875,26.848238","1.019714,0.691558,0.668755,0.713419",,
11,316,20.0,26.333333333333332,0.8953382542587164,9.420707070827484,10.992309331893921,301,"27.065258,28.094278","1.003724,0.665515,0.668170,0.697681",,
12,330,14.0,25.384615384615383,0.8863848717161292,5.340099739176886,11.523825407028198,315,"28.179150,29.233360","0.990426,0.647515,0.664198,0.688076",,
13,364,34.0,26.0,0.8775210229989678,12.455930667765001,12.859417200088501,349,"30.881483,31.800920","0.951133,0.615211,0.656139,0.669994",,
14,385,21.0,25.666666666666668,0.8687458127689782,12.618554819197882,13.651936769485474,370,"32.320667,33.101383","0.929819,0.595431,0.661214,0.663191",,
15,462,77.0,28.875,0.8600583546412884,13.393733481308082,16.744757175445557,447,"37.481892,38.656261","0.846190,0.519352,0.669059,0.637873",,
16,515,53.0,30.294117647058822,0.8514577710948755,12.958874904884482,18.94504475593567,500,"41.106953,42.081207","0.791906,0.476104,0.676576,0.620222",,
17,537,22.0,29.833333333333332,0.8429431933839268,10.183064477010207,19.850461721420288,522,"43.242771,44.103855","0.752986,0.452074,0.672247,0.603095",,
18,553,16.0,29.105263157894736,0.8345137614500875,13.55492515861988,20.575263023376465,538,"44.835995,46.020950","0.729162,0.430225,0.668284,0.583096",,
19,637,84.0,31.85,0.8261686238355866,19.963948106481915,24.339330196380615,622,"49.002411,51.214264","0.621131,0.359808,0.703579,0.539644",,
20,681,44.0,32.42857142857143,0.8179069375972308,26.124390252611853,26.192206382751465,666,"50.536251,52.576935","0.562746,0.345493,0.724898,0.525978",,
21,725,44.0,32.95454545454545,0.8097278682212584,15.562378746542064,28.192973852157593,710,"52.975933,54.815849","0.534540,0.335082,0.728118,0.518066",,
22,738,13.0,32.08695652173913,0.8016305895390459,11.72877441919767,28.720011711120605,723,"53.471409,55.679394","0.526381,0.338546,0.729679,0.518162",,
23,749,11.0,31.208333333333332,0.7936142836436554,25.276619824496183,29.20755362510681,734,"53.928917,56.251144","0.519750,0.338146,0.732341,0.516312",,
24,834,85.0,33.36,0.7856781408072188,21.262695952022778,32.89826416969299,819,"57.502796,59.578758","0.452815,0.367112,0.760903,0.501702",,
25,876,42.0,33.69230769230769,0.7778213593991467,13.522123666036697,34.738813161849976,861,"59.964252,61.803635","0.417043,0.370698,0.756371,0.485186",,
26,914,38.0,33.851851851851855,0.7700431458051551,13.482139835232182,36.390629291534424,899,"62.269997,63.692047","0.400315,0.373960,0.762755,0.477178",,
27,962,48.0,34.357142857142854,0.7623427143471035,17.397387457390625,38.371819496154785,947,"64.810066,66.442535","0.335074,0.383908,0.761043,0.458217",,
28,998,36.0,34.41379310344828,0.7547192872036326,24.030352744791244,39.861356019973755,983,"66.544914,68.059280","0.316145,0.395858,0.779915,0.452868",,
29,1010,12.0,33.666666666666664,0.7471720943315961,14.841721733411154,40.363933086395264,995,"67.121742,68.695129","0.303406,0.394513,0.776061,0.450148",,
30,1122,112.0,36.193548387096776,0.7397003733882802,16.124163245516165,45.29819393157959,1107,"73.324242,74.692406","0.256135,0.426103,0.784967,0.442064",,
31,1138,16.0,35.5625,0.7323033696543975,19.089387252926826,46.032909870147705,1123,"74.104187,75.623650","0.242668,0.424554,0.784324,0.440034",,
32,1177,39.0,35.666666666666664,0.7249803359578534,16.888655139849735,47.78649711608887,1162,"75.641907,77.516357","0.224286,0.452609,0.794877,0.445295",,
33,1189,12.0,34.970588235294116,0.7177305325982749,16.2715102036794,48.33834958076477,1174,"76.465378,78.110588","0.211669,0.457694,0.792525,0.439274",,
34,1223,34.0,34.94285714285714,0.7105532272722921,21.815866954186383,49.814815521240234,1208,"77.825348,79.801666","0.174455,0.475455,0.808634,0.441443",,
35,1255,32.0,34.861111111111114,0.7034476949995692,25.528147362172604,51.229684829711914,1240,"78.927528,80.853653","0.157067,0.506890,0.835429,0.449633",,
36,1307,52.0,35.32432432432432,0.6964132180495735,18.261093171743248,53.98940658569336,1292,"82.223289,83.914696","0.124457,0.525380,0.847395,0.439414",,
37,1325,18.0,34.86842105263158,0.6894490858690777,17.42294255892436,54.80010628700256,1310,"83.379379,85.014740","0.115913,0.535253,0.849514,0.436295",,
