episode,total_env_steps,episode_reward,avg_reward_100,epsilon,mean_loss,wall_clock_s,grad_steps,w,lam,eval_mean_reward,eval_std_reward,entropy,beta
0,12,12.0,12.0,,0.0027674019802361727,0.17539381980895996,1,,"1.009994,1.010000,0.990001,1.010000",,,0.683785,1.064364
1,27,15.0,13.5,,0.0027674019802361727,0.1770789623260498,1,,"1.009994,1.010000,0.990001,1.010000",,,0.683785,1.064364
2,45,18.0,15.0,,0.0027674019802361727,0.1770789623260498,1,,"1.009994,1.010000,0.990001,1.010000",,,0.683785,1.064364
3,59,14.0,14.75,,0.0027674019802361727,0.1770789623260498,1,,"1.009994,1.010000,0.990001,1.010000",,,0.683785,1.064364
4,74,15.0,14.8,,0.0027674019802361727,0.17940187454223633,1,,"1.009994,1.010000,0.990001,1.010000",,,0.683785,1.064364
5,114,40.0,19.0,,0.0027674019802361727,0.17940187454223633,1,,"1.009994,1.010000,0.990001,1.010000",,,0.683785,1.064364
6,139,25.0,19.857142857142858,,0.0027674019802361727,0.17940187454223633,1,,"1.009994,1.010000,0.990001,1.010000",,,0.683785,1.064364
7,164,25.0,20.5,,0.0027674019802361727,0.17940187454223633,1,,"1.009994,1.010000,0.990001,1.010000",,,0.683785,1.064364
8,176,12.0,19.555555555555557,,0.0027674019802361727,0.17940187454223633,1,,"1.009994,1.010000,0.990001,1.010000",,,0.683785,1.064364
9,185,9.0,18.5,,0.0027674019802361727,0.17940187454223633,1,,"1.009994,1.010000,0.990001,1.010000",,,0.683785,1.064364
10,206,21.0,18.727272727272727,,0.0027674019802361727,0.17940187454223633,1,,"1.009994,1.010000,0.990001,1.010000",,,0.683785,1.064364
11,243,37.0,20.25,,0.0027674019802361727,0.17940187454223633,1,,"1.009994,1.010000,0.990001,1.010000",,,0.683785,1.064364
12,271,28.0,20.846153846153847,,0.0027674019802361727,0.17940187454223633,1,,"1.009994,1.010000,0.990001,1.010000",,,0.683785,1.064364
13,291,20.0,20.785714285714285,,0.0027674019802361727,0.17940187454223633,1,,"1.009994,1.010000,0.990001,1.010000",,,0.683785,1.064364
14,307,16.0,20.466666666666665,,0.0027674019802361727,0.17940187454223633,1,,"1.009994,1.010000,0.990001,1.010000",,,0.683785,1.064364
15,337,30.0,21.0625,,0.0027674019802361727,0.17940187454223633,1,,"1.009994,1.010000,0.990001,1.010000",,,0.683785,1.064364
16,354,17.0,20.823529411764707,,0.002757816342636943,0.3291301727294922,2,,"1.018150,1.004991,0.981119,1.019646",,,0.679281,1.129718
17,370,16.0,20.555555555555557,,0.002757816342636943,0.3291301727294922,2,,"1.018150,1.004991,0.981119,1.019646",,,0.679281,1.129718
