episode,total_env_steps,episode_reward,avg_reward_100,epsilon,mean_loss,wall_clock_s,grad_steps,w,lam,eval_mean_reward,eval_std_reward,entropy,beta
0,25,25.0,25.0,,0.002008953597396612,0.15359163284301758,1,,"0.990000,0.990000,1.010000,1.010000",,,0.683339,1.064364
1,38,13.0,19.0,,0.002008953597396612,0.15359163284301758,1,,"0.990000,0.990000,1.010000,1.010000",,,0.683339,1.064364
2,60,22.0,20.0,,0.002008953597396612,0.15359163284301758,1,,"0.990000,0.990000,1.010000,1.010000",,,0.683339,1.064364
3,74,14.0,18.5,,0.002008953597396612,0.15359163284301758,1,,"0.990000,0.990000,1.010000,1.010000",,,0.683339,1.064364
4,86,12.0,17.2,,0.002008953597396612,0.1561269760131836,1,,"0.990000,0.990000,1.010000,1.010000",,,0.683339,1.064364
5,107,21.0,17.833333333333332,,0.002008953597396612,0.1561269760131836,1,,"0.990000,0.990000,1.010000,1.010000",,,0.683339,1.064364
6,123,16.0,17.571428571428573,,0.002008953597396612,0.1561269760131836,1,,"0.990000,0.990000,1.010000,1.010000",,,0.683339,1.064364
7,138,15.0,17.25,,0.002008953597396612,0.1561269760131836,1,,"0.990000,0.990000,1.010000,1.010000",,,0.683339,1.064364
8,169,31.0,18.77777777777778,,0.002008953597396612,0.1561269760131836,1,,"0.990000,0.990000,1.010000,1.010000",,,0.683339,1.064364
9,182,13.0,18.2,,0.002008953597396612,0.1561269760131836,1,,"0.990000,0.990000,1.010000,1.010000",,,0.683339,1.064364
10,196,14.0,17.818181818181817,,0.002008953597396612,0.1561269760131836,1,,"0.990000,0.990000,1.010000,1.010000",,,0.683339,1.064364
11,212,16.0,17.666666666666668,,0.002008953597396612,0.1561269760131836,1,,"0.990000,0.990000,1.010000,1.010000",,,0.683339,1.064364
12,230,18.0,17.692307692307693,,0.002008953597396612,0.1561269760131836,1,,"0.990000,0.990000,1.010000,1.010000",,,0.683339,1.064364
13,242,12.0,17.285714285714285,,0.002008953597396612,0.1561269760131836,1,,"0.990000,0.990000,1.010000,1.010000",,,0.683339,1.064364
