episode,total_env_steps,episode_reward,avg_reward_100,epsilon,mean_loss,wall_clock_s,grad_steps,w,lam,eval_mean_reward,eval_std_reward
0,80,10.0,10.0,1.0,0.4437669004712786,0.20289134979248047,7,"1.691936,1.690793","0.994551,0.993421,0.993027,0.993297,0.993431,0.993375,0.992987,0.993130,0.994437,1.000033,0.993085,1.006594,0.995226,0.993257,0.993578,0.993078,1.006774,0.999857,0.993060,0.992978",,
1,87,11.0,10.5,0.99,0.4437669004712786,0.20289134979248047,7,"1.691936,1.690793","0.994551,0.993421,0.993027,0.993297,0.993431,0.993375,0.992987,0.993130,0.994437,1.000033,0.993085,1.006594,0.995226,0.993257,0.993578,0.993078,1.006774,0.999857,0.993060,0.992978",,
2,102,13.0,11.333333333333334,0.9801,0.4411257439189487,0.26149988174438477,9,"1.881581,1.889628","0.994163,0.991901,0.991149,0.991322,0.992194,0.991453,0.991204,0.991142,0.994829,0.998337,0.991190,1.008498,0.994228,0.991288,0.991843,0.991072,1.008354,0.999785,0.991342,0.991400",,
3,102,13.0,11.75,0.9801,0.4411257439189487,0.26149988174438477,9,"1.881581,1.889628","0.994163,0.991901,0.991149,0.991322,0.992194,0.991453,0.991204,0.991142,0.994829,0.998337,0.991190,1.008498,0.994228,0.991288,0.991843,0.991072,1.008354,0.999785,0.991342,0.991400",,
4,116,15.0,12.4,0.96059601,0.44356122612953186,0.29424190521240234,10,"1.975634,1.986996","0.994231,0.991189,0.990227,0.990320,0.991642,0.990467,0.990359,0.990147,0.995357,0.997425,0.990241,1.009483,0.993584,0.990284,0.991282,0.990059,1.008726,0.999852,0.990470,0.990744",,
5,116,15.0,12.833333333333334,0.96059601,0.44356122612953186,0.29424190521240234,10,"1.975634,1.986996","0.994231,0.991189,0.990227,0.990320,0.991642,0.990467,0.990359,0.990147,0.995357,0.997425,0.990241,1.009483,0.993584,0.990284,0.991282,0.990059,1.008726,0.999852,0.990470,0.990744",,
6,210,13.0,12.857142857142858,0.941480149401,0.45084199160337446,0.5855076313018799,20,"2.912437,2.912231","1.000901,0.986226,0.980859,0.979874,0.990611,0.980868,0.982015,0.979624,1.002747,0.988086,0.980327,1.019349,0.986017,0.979700,0.983548,0.979316,1.010848,0.999846,0.981893,0.981650",,
7,225,13.0,12.875,0.9320653479069899,0.4471066225142706,0.6285815238952637,21,"3.004494,3.008333","1.001655,0.985404,0.980075,0.978786,0.990907,0.980000,0.981119,0.978575,1.003249,0.987321,0.979360,1.020339,0.985189,0.978646,0.982610,0.978238,1.011103,0.999848,0.981019,0.980623",,
8,240,19.0,13.555555555555555,0.9227446944279201,0.4565086364746094,0.7010104656219482,23,"3.187957,3.204242","1.003165,0.983781,0.978554,0.976542,0.991460,0.978384,0.979197,0.976392,1.004107,0.986013,0.977367,1.022313,0.983783,0.976526,0.980595,0.976021,1.011722,0.999922,0.979195,0.978456",,
9,263,23.0,14.5,0.9135172474836408,0.46360314965248106,0.7632951736450195,25,"3.368694,3.402672","1.004676,0.981865,0.976884,0.974248,0.992526,0.976708,0.977142,0.974354,1.004008,0.984896,0.975290,1.024384,0.982639,0.974324,0.978536,0.973855,1.012542,0.999871,0.977348,0.976209",,
10,270,35.0,16.363636363636363,0.9043820750088044,0.4650687128305435,0.7982654571533203,26,"3.459864,3.500390","1.005585,0.980874,0.975964,0.973063,0.993146,0.975856,0.976076,0.973279,1.003928,0.984435,0.974192,1.025465,0.982332,0.973197,0.977442,0.972760,1.013012,0.999859,0.976367,0.975046",,
