episode,total_env_steps,episode_reward,avg_reward_100,epsilon,mean_loss,wall_clock_s,grad_steps,w,lam,eval_mean_reward,eval_std_reward
0,25,25.0,25.0,1.0,1.602817142009735,0.0697939395904541,10,,,,
1,44,19.0,22.0,0.99,1.526865839958191,0.09271240234375,29,,,,
2,73,29.0,24.333333333333332,0.9801,1.5193546845995147,0.1289043426513672,58,,,,
3,85,12.0,21.25,0.970299,1.4361698528130848,0.14031028747558594,70,,,,
4,101,16.0,20.2,0.96059601,1.4412677139043808,0.1643686294555664,86,,,,
5,118,17.0,19.666666666666668,0.9509900498999999,1.3837254888871138,0.18979144096374512,103,,,,
6,131,13.0,18.714285714285715,0.941480149401,1.3930770892363329,0.20377278327941895,116,,,,
7,149,18.0,18.625,0.9320653479069899,1.4982243710094028,0.2279036045074463,134,,,,
8,183,34.0,20.333333333333332,0.9227446944279201,1.5629338692216312,0.27994728088378906,168,,,,
9,210,27.0,21.0,0.9135172474836408,1.6156637756912797,0.317594051361084,195,,,,
10,249,39.0,22.636363636363637,0.9043820750088044,1.711450763237782,0.37367796897888184,234,,,,
11,290,41.0,24.166666666666668,0.8953382542587164,1.7236056502272443,0.42366552352905273,275,,,,
12,320,30.0,24.615384615384617,0.8863848717161292,1.8362037340799968,0.4572889804840088,305,,,,
13,334,14.0,23.857142857142858,0.8775210229989678,1.8698752522468567,0.4758484363555908,319,,,,
14,360,26.0,24.0,0.8687458127689782,1.9117340720616853,0.5060713291168213,345,,,,
15,388,28.0,24.25,0.8600583546412884,1.9275033516543252,0.5453643798828125,373,,,,
16,400,12.0,23.529411764705884,0.8514577710948755,2.0689668158690133,0.5623550415039062,385,,,,
17,439,39.0,24.38888888888889,0.8429431933839268,2.1168198677209706,0.6228969097137451,424,,,,
18,453,14.0,23.842105263157894,0.8345137614500875,2.277058277811323,0.642920732498169,438,,,,
19,489,36.0,24.45,0.8261686238355866,2.308534254630407,0.6801314353942871,474,,,,
20,499,10.0,23.761904761904763,0.8179069375972308,2.2699182510375975,0.7099931240081787,484,,,,
21,527,28.0,23.954545454545453,0.8097278682212584,2.5111626386642456,0.7450392246246338,512,,,,
22,543,16.0,23.608695652173914,0.8016305895390459,2.511400319635868,0.7835578918457031,528,,,,
23,567,24.0,23.625,0.7936142836436554,2.7311043938001,0.8124136924743652,552,,,,
24,603,36.0,24.12,0.7856781408072188,2.875425656636556,0.8536198139190674,588,,,,
25,616,13.0,23.692307692307693,0.7778213593991467,2.6651833057403564,0.868093729019165,601,,,,
26,650,34.0,24.074074074074073,0.7700431458051551,3.1059279021094826,0.9002852439880371,635,,,,
27,677,27.0,24.178571428571427,0.7623427143471035,3.024053661911576,0.9279651641845703,662,,,,
28,708,31.0,24.413793103448278,0.7547192872036326,2.9098285782721733,0.9706745147705078,693,,,,
29,722,14.0,24.066666666666666,0.7471720943315961,3.728651131902422,0.9852466583251953,707,,,,
30,740,18.0,23.870967741935484,0.7397003733882802,4.262683351834615,1.0083556175231934,725,,,,
31,765,25.0,23.90625,0.7323033696543975,3.480387291908264,1.0401031970977783,750,,,,
32,786,21.0,23.818181818181817,0.7249803359578534,3.5514090401785716,1.0661530494689941,771,,,,
33,799,13.0,23.5,0.7177305325982749,2.714524113214933,1.0757668018341064,784,,,,
34,816,17.0,23.314285714285713,0.7105532272722921,3.9683262881110695,1.1015803813934326,801,,,,
35,829,13.0,23.02777777777778,0.7034476949995692,3.902807730894822,1.1229519844055176,814,,,,
36,840,11.0,22.7027027027027,0.6964132180495735,3.1951800909909336,1.1308925151824951,825,,,,
37,853,13.0,22.44736842105263,0.6894490858690777,3.5252675918432383,1.1521470546722412,838,,,,
38,876,23.0,22.46153846153846,0.682554595010387,3.6370207019474194,1.1810903549194336,861,,,,
39,886,10.0,22.15,0.6757290490602831,3.9333558201789858,1.193784236907959,871,,,,
40,901,15.0,21.975609756097562,0.6689717585696803,3.87804061571757,1.2086758613586426,886,,,,
41,914,13.0,21.761904761904763,0.6622820409839835,5.31728982925415,1.2275958061218262,899,,,,
42,929,15.0,21.6046511627907,0.6556592205741436,4.476624774932861,1.2525038719177246,914,,,,
43,944,15.0,21.454545454545453,0.6491026283684022,2.7331040064493815,1.286442756652832,929,,,,
44,955,11.0,21.22222222222222,0.6426116020847181,3.1593301079489966,1.3085455894470215,940,,,,
45,966,11.0,21.0,0.6361854860638709,4.304646611213684,1.3203504085540771,951,,,,
46,995,29.0,21.170212765957448,0.6298236312032323,4.179589033126831,1.3768565654754639,980,,,,
47,1009,14.0,21.020833333333332,0.6235253948912,5.237562341349466,1.395132064819336,994,,,,
48,1031,22.0,21.040816326530614,0.617290140942288,3.197010636329651,1.4443020820617676,1016,,,,
49,1045,14.0,20.9,0.611117239532865,4.998003746782031,1.4644801616668701,1030,,,9.2,0.7483314773547882
50,1060,15.0,20.784313725490197,0.6050060671375364,4.3424975872039795,1.506514072418213,1045,,,,
51,1074,14.0,20.653846153846153,0.598956006466161,3.886446271623884,1.5231130123138428,1059,,,,
52,1085,11.0,20.471698113207548,0.5929664464014994,5.064960891550237,1.53493332862854,1070,,,,
53,1096,11.0,20.296296296296298,0.5870367819374844,5.6277172348716045,1.5559885501861572,1081,,,,
54,1109,13.0,20.163636363636364,0.5811664141181095,3.2622262697953444,1.5710911750793457,1094,,,,
55,1120,11.0,20.0,0.5753547499769285,5.766456809910861,1.590329647064209,1105,,,,
56,1153,33.0,20.228070175438596,0.5696012024771592,5.5011334924986866,1.6392340660095215,1138,,,,
57,1165,12.0,20.086206896551722,0.5639051904523875,5.452299425999324,1.6589419841766357,1150,,,,
58,1178,13.0,19.966101694915253,0.5582661385478637,4.460350293379563,1.6781234741210938,1163,,,,
59,1197,19.0,19.95,0.5526834771623851,3.3816077583714534,1.7129487991333008,1182,,,,
60,1206,9.0,19.770491803278688,0.5471566423907612,5.344031506114536,1.7238984107971191,1191,,,,
61,1218,12.0,19.64516129032258,0.5416850759668536,5.329199840625127,1.7453348636627197,1203,,,,
62,1237,19.0,19.634920634920636,0.536268225207185,5.109462681569551,1.774717092514038,1222,,,,
63,1251,14.0,19.546875,0.5309055429551132,5.589955074446542,1.7974436283111572,1236,,,,
64,1264,13.0,19.446153846153845,0.525596487525562,4.793017781697786,1.823523998260498,1249,,,,
65,1286,22.0,19.484848484848484,0.5203405226503064,4.820205628871918,1.8642604351043701,1271,,,,
66,1304,18.0,19.46268656716418,0.5151371174238033,5.4680727786488,1.8891477584838867,1289,,,,
67,1320,16.0,19.41176470588235,0.5099857462495653,5.842064797878265,1.9188048839569092,1305,,,,
68,1328,8.0,19.246376811594203,0.5048858887870696,3.405740439891815,1.9238390922546387,1313,,,,
69,1346,18.0,19.228571428571428,0.4998370298991989,7.35251251856486,1.9381005764007568,1331,,,,
70,1360,14.0,19.154929577464788,0.49483865960020695,4.911608551229749,1.9556005001068115,1345,,,,
71,1372,12.0,19.055555555555557,0.4898902730042049,5.2984561423460645,1.982173204421997,1357,,,,
72,1388,16.0,19.013698630136986,0.48499137027416284,5.798011817038059,1.999506950378418,1373,,,,
73,1398,10.0,18.89189189189189,0.4801414565714212,6.069872629642487,2.012139081954956,1383,,,,
74,1407,9.0,18.76,0.47534004200570695,6.93319210741255,2.034057378768921,1392,,,,
75,1427,20.0,18.776315789473685,0.4705866415856499,6.3485432207584385,2.0678791999816895,1412,,,,
76,1437,10.0,18.662337662337663,0.46588077516979337,3.296754002571106,2.075044870376587,1422,,,,
77,1451,14.0,18.602564102564102,0.46122196741809546,7.7723519291196554,2.1024396419525146,1436,,,,
78,1461,10.0,18.49367088607595,0.4566097477439145,6.408790719509125,2.111069440841675,1446,,,,
79,1474,13.0,18.425,0.45204365026647536,5.121771298922026,2.132110834121704,1459,,,,
80,1482,8.0,18.296296296296298,0.4475232137638106,6.781901031732559,2.1423702239990234,1467,,,,
81,1496,14.0,18.24390243902439,0.4430479816261725,4.999616273811886,2.1666364669799805,1481,,,,
