episode,total_env_steps,episode_reward,avg_reward_100,epsilon,mean_loss,wall_clock_s,grad_steps,w,lam,eval_mean_reward,eval_std_reward,entropy,beta,value_loss,explained_variance
0,14,14.0,14.0,,12.76762866973877,0.20826005935668945,1,,"0.990002,1.010000,1.010000,0.990001",,,0.685388,1.064363,25.540993,-0.025833
1,24,10.0,12.0,,12.76762866973877,0.20826005935668945,1,,"0.990002,1.010000,1.010000,0.990001",,,0.685388,1.064363,25.540993,-0.025833
2,42,18.0,14.0,,12.76762866973877,0.20826005935668945,1,,"0.990002,1.010000,1.010000,0.990001",,,0.685388,1.064363,25.540993,-0.025833
3,59,17.0,14.75,,12.76762866973877,0.20826005935668945,1,,"0.990002,1.010000,1.010000,0.990001",,,0.685388,1.064363,25.540993,-0.025833
4,74,15.0,14.8,,12.76762866973877,0.20826005935668945,1,,"0.990002,1.010000,1.010000,0.990001",,,0.685388,1.064363,25.540993,-0.025833
5,114,40.0,19.0,,12.76762866973877,0.21033549308776855,1,,"0.990002,1.010000,1.010000,0.990001",,,0.685388,1.064363,25.540993,-0.025833
6,139,25.0,19.857142857142858,,12.76762866973877,0.21033549308776855,1,,"0.990002,1.010000,1.010000,0.990001",,,0.685388,1.064363,25.540993,-0.025833
7,165,26.0,20.625,,12.76762866973877,0.21033549308776855,1,,"0.990002,1.010000,1.010000,0.990001",,,0.685388,1.064363,25.540993,-0.025833
8,177,12.0,19.666666666666668,,12.76762866973877,0.21033549308776855,1,,"0.990002,1.010000,1.010000,0.990001",,,0.685388,1.064363,25.540993,-0.025833
9,188,11.0,18.8,,12.76762866973877,0.21033549308776855,1,,"0.990002,1.010000,1.010000,0.990001",,,0.685388,1.064363,25.540993,-0.025833
10,208,20.0,18.90909090909091,,12.76762866973877,0.21033549308776855,1,,"0.990002,1.010000,1.010000,0.990001",,,0.685388,1.064363,25.540993,-0.025833
11,245,37.0,20.416666666666668,,12.76762866973877,0.21033549308776855,1,,"0.990002,1.010000,1.010000,0.990001",,,0.685388,1.064363,25.540993,-0.025833
12,273,28.0,21.0,,12.76762866973877,0.21033549308776855,1,,"0.990002,1.010000,1.010000,0.990001",,,0.685388,1.064363,25.540993,-0.025833
13,293,20.0,20.928571428571427,,12.76762866973877,0.21033549308776855,1,,"0.990002,1.010000,1.010000,0.990001",,,0.685388,1.064363,25.540993,-0.025833
14,305,12.0,20.333333333333332,,12.76762866973877,0.21033549308776855,1,,"0.990002,1.010000,1.010000,0.990001",,,0.685388,1.064363,25.540993,-0.025833
15,335,30.0,20.9375,,12.76762866973877,0.21033549308776855,1,,"0.990002,1.010000,1.010000,0.990001",,,0.685388,1.064363,25.540993,-0.025833
16,352,17.0,20.705882352941178,,12.702447891235352,0.36316394805908203,2,,"0.980130,1.018366,1.019745,0.981457",,,0.683613,1.126804,25.315926,-0.014403
17,370,18.0,20.555555555555557,,12.702447891235352,0.36316394805908203,2,,"0.980130,1.018366,1.019745,0.981457",,,0.683613,1.126804,25.315926,-0.014403
18,393,23.0,20.68421052631579,,12.702447891235352,0.36316394805908203,2,,"0.980130,1.018366,1.019745,0.981457",,,0.683613,1.126804,25.315926,-0.014403
19,411,18.0,20.55,,12.702447891235352,0.364185094833374,2,,"0.980130,1.018366,1.019745,0.981457",,,0.683613,1.126804,25.315926,-0.014403
20,440,29.0,20.952380952380953,,12.702447891235352,0.364185094833374,2,,"0.980130,1.018366,1.019745,0.981457",,,0.683613,1.126804,25.315926,-0.014403
21,466,26.0,21.181818181818183,,12.702447891235352,0.364185094833374,2,,"0.980130,1.018366,1.019745,0.981457",,,0.683613,1.126804,25.315926,-0.014403
22,478,12.0,20.782608695652176,,12.702447891235352,0.364185094833374,2,,"0.980130,1.018366,1.019745,0.981457",,,0.683613,1.126804,25.315926,-0.014403
23,491,13.0,20.458333333333332,,12.702447891235352,0.364185094833374,2,,"0.980130,1.018366,1.019745,0.981457",,,0.683613,1.126804,25.315926,-0.014403
24,512,21.0,20.48,,12.702447891235352,0.364185094833374,2,,"0.980130,1.018366,1.019745,0.981457",,,0.683613,1.126804,25.315926,-0.014403
25,525,13.0,20.192307692307693,,12.702447891235352,0.364185094833374,2,,"0.980130,1.018366,1.019745,0.981457",,,0.683613,1.126804,25.315926,-0.014403
26,543,18.0,20.11111111111111,,12.702447891235352,0.364185094833374,2,,"0.980130,1.018366,1.019745,0.981457",,,0.683613,1.126804,25.315926,-0.014403
27,560,17.0,20.0,,12.702447891235352,0.364185094833374,2,,"0.980130,1.018366,1.019745,0.981457",,,0.683613,1.126804,25.315926,-0.014403
28,589,29.0,20.310344827586206,,12.702447891235352,0.364185094833374,2,,"0.980130,1.018366,1.019745,0.981457",,,0.683613,1.126804,25.315926,-0.014403
29,600,11.0,20.0,,12.702447891235352,0.364185094833374,2,,"0.980130,1.018366,1.019745,0.981457",,,0.683613,1.126804,25.315926,-0.014403
30,615,15.0,19.838709677419356,,12.702447891235352,0.364185094833374,2,,"0.980130,1.018366,1.019745,0.981457",,,0.683613,1.126804,25.315926,-0.014403
31,624,9.0,19.5,,12.702447891235352,0.364185094833374,2,,"0.980130,1.018366,1.019745,0.981457",,,0.683613,1.126804,25.315926,-0.014403
32,654,30.0,19.818181818181817,,10.964972654978434,0.6010129451751709,3,,"0.973108,1.022252,1.029194,0.975035",,,0.681803,1.189069,14.979274,0.032724
33,687,33.0,20.205882352941178,,10.964972654978434,0.602013349533081,3,,"0.973108,1.022252,1.029194,0.975035",,,0.681803,1.189069,14.979274,0.032724
34,709,22.0,20.257142857142856,,10.964972654978434,0.602013349533081,3,,"0.973108,1.022252,1.029194,0.975035",,,0.681803,1.189069,14.979274,0.032724
35,729,20.0,20.25,,10.964972654978434,0.602013349533081,3,,"0.973108,1.022252,1.029194,0.975035",,,0.681803,1.189069,14.979274,0.032724
36,759,30.0,20.513513513513512,,10.964972654978434,0.602013349533081,3,,"0.973108,1.022252,1.029194,0.975035",,,0.681803,1.189069,14.979274,0.032724
37,806,47.0,21.210526315789473,,10.964972654978434,0.602013349533081,3,,"0.973108,1.022252,1.029194,0.975035",,,0.681803,1.189069,14.979274,0.032724
38,831,25.0,21.307692307692307,,10.964972654978434,0.602013349533081,3,,"0.973108,1.022252,1.029194,0.975035",,,0.681803,1.189069,14.979274,0.032724
39,852,21.0,21.3,,10.964972654978434,0.602013349533081,3,,"0.973108,1.022252,1.029194,0.975035",,,0.681803,1.189069,14.979274,0.032724
40,868,16.0,21.170731707317074,,10.964972654978434,0.602013349533081,3,,"0.973108,1.022252,1.029194,0.975035",,,0.681803,1.189069,14.979274,0.032724
41,895,27.0,21.30952380952381,,10.964972654978434,0.602013349533081,3,,"0.973108,1.022252,1.029194,0.975035",,,0.681803,1.189069,14.979274,0.032724
42,944,49.0,21.953488372093023,,10.964972654978434,0.6030123233795166,3,,"0.973108,1.022252,1.029194,0.975035",,,0.681803,1.189069,14.979274,0.032724
43,976,32.0,22.181818181818183,,10.964972654978434,0.6030123233795166,3,,"0.973108,1.022252,1.029194,0.975035",,,0.681803,1.189069,14.979274,0.032724
44,1022,46.0,22.711111111111112,,10.964972654978434,0.6030123233795166,3,,"0.973108,1.022252,1.029194,0.975035",,,0.681803,1.189069,14.979274,0.032724
45,1046,24.0,22.73913043478261,,10.964972654978434,0.6030123233795166,3,,"0.973108,1.022252,1.029194,0.975035",,,0.681803,1.189069,14.979274,0.032724
46,1064,18.0,22.638297872340427,,10.964972654978434,0.6030123233795166,3,,"0.973108,1.022252,1.029194,0.975035",,,0.681803,1.189069,14.979274,0.032724
47,1107,43.0,23.0625,,10.964972654978434,0.6030123233795166,3,,"0.973108,1.022252,1.029194,0.975035",,,0.681803,1.189069,14.979274,0.032724
48,1127,20.0,23.0,,10.326895356178284,0.7969741821289062,4,,"0.964934,1.027364,1.037585,0.977547",,,0.678514,1.255540,16.831802,-0.190976
49,1154,27.0,23.08,,10.326895356178284,0.7969741821289062,4,,"0.964934,1.027364,1.037585,0.977547",402.0,196.0,0.678514,1.255540,16.831802,-0.190976
50,1179,25.0,23.11764705882353,,10.326895356178284,0.7969741821289062,4,,"0.964934,1.027364,1.037585,0.977547",,,0.678514,1.255540,16.831802,-0.190976
51,1189,10.0,22.865384615384617,,10.326895356178284,0.7969741821289062,4,,"0.964934,1.027364,1.037585,0.977547",,,0.678514,1.255540,16.831802,-0.190976
52,1209,20.0,22.81132075471698,,10.326895356178284,0.7969741821289062,4,,"0.964934,1.027364,1.037585,0.977547",,,0.678514,1.255540,16.831802,-0.190976
53,1229,20.0,22.75925925925926,,10.326895356178284,0.7969741821289062,4,,"0.964934,1.027364,1.037585,0.977547",,,0.678514,1.255540,16.831802,-0.190976
54,1244,15.0,22.618181818181817,,10.326895356178284,0.7979741096496582,4,,"0.964934,1.027364,1.037585,0.977547",,,0.678514,1.255540,16.831802,-0.190976
55,1254,10.0,22.392857142857142,,10.326895356178284,0.7979741096496582,4,,"0.964934,1.027364,1.037585,0.977547",,,0.678514,1.255540,16.831802,-0.190976
56,1306,52.0,22.912280701754387,,10.326895356178284,0.7979741096496582,4,,"0.964934,1.027364,1.037585,0.977547",,,0.678514,1.255540,16.831802,-0.190976
57,1326,20.0,22.862068965517242,,10.326895356178284,0.7979741096496582,4,,"0.964934,1.027364,1.037585,0.977547",,,0.678514,1.255540,16.831802,-0.190976
58,1367,41.0,23.16949152542373,,10.326895356178284,0.7979741096496582,4,,"0.964934,1.027364,1.037585,0.977547",,,0.678514,1.255540,16.831802,-0.190976
59,1398,31.0,23.3,,10.326895356178284,0.7979741096496582,4,,"0.964934,1.027364,1.037585,0.977547",,,0.678514,1.255540,16.831802,-0.190976
