episode,total_env_steps,episode_reward,avg_reward_100,epsilon,mean_loss,wall_clock_s,grad_steps,w,lam,eval_mean_reward,eval_std_reward,entropy,beta
0,19,19.0,19.0,,-0.018217720091342926,0.8570544719696045,1,,"0.990000,1.010000,0.990000,1.010000",,,0.684516,1.064364
1,32,13.0,16.0,,-0.018217720091342926,0.8580539226531982,1,,"0.990000,1.010000,0.990000,1.010000",,,0.684516,1.064364
2,54,22.0,18.0,,-0.018217720091342926,0.8580539226531982,1,,"0.990000,1.010000,0.990000,1.010000",,,0.684516,1.064364
3,68,14.0,17.0,,-0.018217720091342926,0.8580539226531982,1,,"0.990000,1.010000,0.990000,1.010000",,,0.684516,1.064364
4,80,12.0,16.0,,-0.018217720091342926,0.8590421676635742,1,,"0.990000,1.010000,0.990000,1.010000",,,0.684516,1.064364
5,109,29.0,18.166666666666668,,-0.018217720091342926,0.8600449562072754,1,,"0.990000,1.010000,0.990000,1.010000",,,0.684516,1.064364
6,125,16.0,17.857142857142858,,-0.018217720091342926,0.8600449562072754,1,,"0.990000,1.010000,0.990000,1.010000",,,0.684516,1.064364
7,146,21.0,18.25,,-0.018217720091342926,0.8610539436340332,1,,"0.990000,1.010000,0.990000,1.010000",,,0.684516,1.064364
8,216,70.0,24.0,,-0.018217720091342926,0.8610539436340332,1,,"0.990000,1.010000,0.990000,1.010000",,,0.684516,1.064364
9,236,20.0,23.6,,-0.018217720091342926,0.8610539436340332,1,,"0.990000,1.010000,0.990000,1.010000",,,0.684516,1.064364
10,251,15.0,22.818181818181817,,-0.018217720091342926,0.8610539436340332,1,,"0.990000,1.010000,0.990000,1.010000",,,0.684516,1.064364
11,288,37.0,24.0,,-0.018217720091342926,0.8610539436340332,1,,"0.990000,1.010000,0.990000,1.010000",,,0.684516,1.064364
12,305,17.0,23.46153846153846,,-0.018217720091342926,0.8610539436340332,1,,"0.990000,1.010000,0.990000,1.010000",,,0.684516,1.064364
